@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ CG %le nan
@ QG %le nan
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds"
*            NAME                 S             COUNT            F1001W            FWSTD1            F1001R            F1001I            F1010W            FWSTD2            F1010R            F1010I             Q1001          Q1001STD             Q1010          Q1010STD         MDLF1001R         MDLF1001I         MDLF1010R         MDLF1010I
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
     "BPM.9L5.B1"       9841.817628                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.08493644283   0.0491415708526     0.97906673011   0.0506118755586               0.0               0.0               0.0               0.0
     "BPM.8L5.B1"       9882.280639                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.928852672963   0.0109470164608    0.687303573005   0.0322526936674               0.0               0.0               0.0               0.0
    "BPMR.7L5.B1"       9921.346649                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.56766499583     0.15066813846    0.149418909044   0.0996873502006               0.0               0.0               0.0               0.0
    "BPMR.5L5.B1"       9990.140649                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.91661147324    0.159859687137     0.81160738647     0.12738117314               0.0               0.0               0.0               0.0
   "BPMSY.4L5.B1"       10131.46115                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.25730052357     0.16203560115    0.624330235226   0.0899107794664               0.0               0.0               0.0               0.0
   "BPMSW.1L5.B1"       10168.21165                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.990552657585   0.0290778597927    0.499811029578    0.047807205779               0.0               0.0               0.0               0.0
   "BPMSW.1R5.B1"       10211.33965                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.07250295765  0.00351712604925    0.497252416974 0.000763120871481               0.0               0.0               0.0               0.0
    "BPMS.2R5.B1"       10221.30465                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.07110599674    0.011395105035     0.48443116879  0.00839162401058               0.0               0.0               0.0               0.0
   "BPMWB.4R5.B1"       10340.87015                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0548667616017   0.0526852166243    0.916845326834    0.096004992422               0.0               0.0               0.0               0.0
     "BPM.5R5.B1"       10383.12065                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.64081459275    0.157092320517    0.522191865148    0.122727484153               0.0               0.0               0.0               0.0
   "BPM_A.7R5.B1"       10449.03465                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.52073148674    0.117887684437   0.0584013993738   0.0675006440433               0.0               0.0               0.0               0.0
     "BPM.9R5.B1"       10529.54063                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.17353411993   0.0600503695925    0.506246502835   0.0828571116276               0.0               0.0               0.0               0.0
    "BPM.11R5.B1"       10622.78831                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.943226570891    0.141555719451   0.0204732466166    0.162005456217               0.0               0.0               0.0               0.0
    "BPM.13R5.B1"       10730.96627                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.988818974638   0.0277140868866    0.567620049846   0.0422696066333               0.0               0.0               0.0               0.0
    "BPM.14R5.B1"       10784.41776                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.86081131832    0.135301213661    0.243382052175   0.0232938174581               0.0               0.0               0.0               0.0
    "BPM.16R5.B1"       10891.32073                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.23337642609  0.00832842117328    0.756539903059   0.0139022638513               0.0               0.0               0.0               0.0
    "BPM.17R5.B1"       10944.77221                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.22035228922  0.00405546572311    0.495154465408  0.00615768904763               0.0               0.0               0.0               0.0
    "BPM.20R5.B1"       11105.12666                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.1593463902   0.0600883518492    0.724356123573   0.0333446344036               0.0               0.0               0.0               0.0
    "BPM.21R5.B1"       11158.57815                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.99883024971   0.0733695477857    0.482841571096   0.0135024486578               0.0               0.0               0.0               0.0
    "BPM.22R5.B1"       11212.02963                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.36239242853    0.152937652442    0.300011320464  0.00864560945984               0.0               0.0               0.0               0.0
    "BPM.23R5.B1"       11265.48112                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.50279099722    0.150343223581    0.989873549413    0.015000430529               0.0               0.0               0.0               0.0
    "BPM.24R5.B1"        11318.9326                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.73426781367   0.0552887231332    0.753169022466  0.00917673308349               0.0               0.0               0.0               0.0
    "BPM.25R5.B1"       11372.38408                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.91301808049    0.062705052365    0.510228161025   0.0378261446519               0.0               0.0               0.0               0.0
    "BPM.30R5.B1"        11639.6415                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.60571220411    0.161882901888    0.224345069431    0.052153167768               0.0               0.0               0.0               0.0
    "BPM.33R5.B1"       11799.99596                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.30683705969   0.0935950821782    0.464053087736   0.0154879363762               0.0               0.0               0.0               0.0
    "BPM.34R5.B1"       11853.44744                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.55728156757    0.103345033522    0.293632876764   0.0462097079967               0.0               0.0               0.0               0.0
    "BPM.33L6.B1"       11906.89893                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.67827501808   0.0141074905681    0.979822772885      0.0553322441               0.0               0.0               0.0               0.0
    "BPM.29L6.B1"       12120.70486                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.216598404153   0.0467435715961     0.92704081919   0.0357448386023               0.0               0.0               0.0               0.0
    "BPM.25L6.B1"        12334.5108                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.84794962082    0.125165607901     0.89456338157    0.140482086644               0.0               0.0               0.0               0.0
    "BPM.22L6.B1"       12494.86525                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.62945758587   0.0732222058014    0.260353024294   0.0488471045826               0.0               0.0               0.0               0.0
    "BPM.20L6.B1"       12601.76822                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.61979393789    0.140650583207    0.677942568516   0.0207118387777               0.0               0.0               0.0               0.0
    "BPM.19L6.B1"        12655.2197                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.89479355954   0.0229634969306    0.501898504615   0.0588421666004               0.0               0.0               0.0               0.0
    "BPM.15L6.B1"       12869.02564                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.80540543538    0.114174090207    0.498587378081   0.0358231869333               0.0               0.0               0.0               0.0
    "BPM.14L6.B1"       12922.47712                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     2.05277838933    0.112892930482    0.190787232649   0.0142822968612               0.0               0.0               0.0               0.0
    "BPM.11L6.B1"       13082.83158                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.84434390806   0.0395093104364    0.381635299781   0.0978941572304               0.0               0.0               0.0               0.0
   "BPMYA.5L6.B1"       13311.29423                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.6937677204   0.0238648261498    0.268160396034   0.0464277084501               0.0               0.0               0.0               0.0
   "BPMYB.4L6.B1"       13347.69423                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     2.14490155153  0.00608249177935   0.0673058573708   0.0105429538878               0.0               0.0               0.0               0.0
   "BPMYB.5R6.B1"       13727.69423                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.9581580396   0.0733708769962    0.615593308597   0.0777955312983               0.0               0.0               0.0               0.0
     "BPM.8R6.B1"       13823.42122                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.67927467209    0.111742613317    0.150233499544   0.0268878019468               0.0               0.0               0.0               0.0
    "BPM.11R6.B1"       13954.79389                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.81833358033   0.0885258264393    0.287988597262   0.0124399749372               0.0               0.0               0.0               0.0
    "BPM.20R6.B1"       14437.13225                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.12817992005   0.0271258249043    0.982284230091   0.0250434489044               0.0               0.0               0.0               0.0
    "BPM.21R6.B1"       14490.58373                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.95144310279    0.035452619642    0.706193330114   0.0100743762765               0.0               0.0               0.0               0.0
    "BPM.22R6.B1"       14544.03522                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.56798670995    0.111150912353     0.51407675603   0.0261113819086               0.0               0.0               0.0               0.0
    "BPM.23R6.B1"        14597.4867                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.73989507319  0.00988777944438    0.225710755863   0.0401485021237               0.0               0.0               0.0               0.0
    "BPM.30R6.B1"       14971.64709                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.5129115624   0.0493905760279    0.558988908842   0.0106280172615               0.0               0.0               0.0               0.0
    "BPM.31R6.B1"       15025.09857                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.57498019723    0.108356601501     0.32149286232   0.0298007944087               0.0               0.0               0.0               0.0
    "BPM.34R6.B1"       15185.45302                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.09618799704   0.0724721181983     0.54529970961   0.0146944165415               0.0               0.0               0.0               0.0
    "BPM.33L7.B1"       15238.90451                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.4718025399   0.0736518163081    0.281930184458   0.0294887600748               0.0               0.0               0.0               0.0
    "BPM.31L7.B1"       15345.80748                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.9895793031    0.125676944143    0.802901913073   0.0428232147238               0.0               0.0               0.0               0.0
    "BPM.29L7.B1"       15452.71045                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.59410363912  0.00545671725262    0.304430842525   0.0572307680213               0.0               0.0               0.0               0.0
    "BPM.28L7.B1"       15506.16193                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.80302407411   0.0139568981627   0.0408242664128  0.00981122214483               0.0               0.0               0.0               0.0
    "BPM.27L7.B1"       15559.61341                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.27948898145   0.0522191234018    0.661265687102    0.017803135361               0.0               0.0               0.0               0.0
    "BPM.25L7.B1"       15666.51638                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.6208887859   0.0676276336273    0.250680844579   0.0130351760251               0.0               0.0               0.0               0.0
    "BPM.24L7.B1"       15719.96787                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.60928727816    0.120733447602    0.984242897709   0.0243922617303               0.0               0.0               0.0               0.0
    "BPM.23L7.B1"       15773.41935                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.42571860055   0.0917535269494    0.673052510733  0.00158021147371               0.0               0.0               0.0               0.0
    "BPM.22L7.B1"       15826.87083                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.00824071078    0.116827203502    0.398787547296    0.029023439067               0.0               0.0               0.0               0.0
    "BPM.21L7.B1"       15880.32232                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.25708001677   0.0143814783233    0.146317120276   0.0119863751541               0.0               0.0               0.0               0.0
    "BPM.20L7.B1"        15933.7738                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.27105081664   0.0174607221777    0.893169734157   0.0105877096539               0.0               0.0               0.0               0.0
    "BPM.18L7.B1"       16040.67677                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.23944887978   0.0778162284527    0.385873220872   0.0505437753457               0.0               0.0               0.0               0.0
    "BPM.17L7.B1"       16094.12825                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.36415637588    0.042186885961    0.132437426247   0.0358452884663               0.0               0.0               0.0               0.0
    "BPM.16L7.B1"       16147.57974                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.14206782333    0.154484979956    0.853452009489    0.039285205392               0.0               0.0               0.0               0.0
    "BPM.14L7.B1"       16254.48271                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.43389878902    0.118253744931     0.37379451037   0.0659949484856               0.0               0.0               0.0               0.0
    "BPM.13L7.B1"       16307.93419                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.65969301641   0.0602450419612    0.113604415639   0.0127580748897               0.0               0.0               0.0               0.0
    "BPM.10L7.B1"       16467.61985                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.02803965482    0.141918478348    0.370479827322   0.0391783262798               0.0               0.0               0.0               0.0
     "BPM.9L7.B1"       16506.68684                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.33659211696    0.168562432655    0.216897227641  0.00558100060133               0.0               0.0               0.0               0.0
   "BPMWC.6L7.B1"       16633.13832                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.32250447947    0.156555030188     0.65276455257    0.102791398685               0.0               0.0               0.0               0.0
    "BPMW.4L7.B1"       16796.58732                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.538555677663    0.133535668056   0.0674239339981    0.125727383175               0.0               0.0               0.0               0.0
   "BPMWE.5R7.B1"       16999.02932                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.965894921658   0.0991339486599     0.51423051831   0.0067502242392               0.0               0.0               0.0               0.0
    "BPM.11R7.B1"       17287.66147                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.200292139844   0.0190138311669    0.176150161962   0.0385036784209               0.0               0.0               0.0               0.0
    "BPM.12R7.B1"       17342.38796                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.573416392862    0.103478874945    0.893167588254   0.0397977747733               0.0               0.0               0.0               0.0
    "BPM.13R7.B1"       17395.83944                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.427286669736   0.0750976569877    0.674387109106  0.00216767058257               0.0               0.0               0.0               0.0
    "BPM.14R7.B1"       17449.29093                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.424759998667   0.0560376015776    0.405306005263  0.00701304256453               0.0               0.0               0.0               0.0
    "BPM.15R7.B1"       17502.74241                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.397401462543    0.110768729547    0.124606602181    0.031760031581               0.0               0.0               0.0               0.0
    "BPM.17R7.B1"       17609.64538                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.287602753196   0.0688942447195    0.688571526689    0.014644479547               0.0               0.0               0.0               0.0
    "BPM.18R7.B1"       17663.09686                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.458300240193    0.129112922112    0.393350969391   0.0196374044461               0.0               0.0               0.0               0.0
    "BPM.19R7.B1"       17716.54835                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.35621607133   0.0707118706571    0.120845664752    0.010025566197               0.0               0.0               0.0               0.0
    "BPM.20R7.B1"       17769.99983                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.39876509428    0.100419483563    0.945041575626    0.026701317144               0.0               0.0               0.0               0.0
    "BPM.21R7.B1"       17823.45131                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.606294211161    0.101093752488     0.63909591617   0.0215915011346               0.0               0.0               0.0               0.0
    "BPM.22R7.B1"        17876.9028                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.379909896792   0.0121559970895    0.330363058236   0.0228697606222               0.0               0.0               0.0               0.0
    "BPM.23R7.B1"       17930.35428                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.643544333658   0.0616600863035    0.116360164065   0.0524927959952               0.0               0.0               0.0               0.0
    "BPM.25R7.B1"       18037.25725                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.401216679986   0.0126543486498    0.596478711349   0.0583386196695               0.0               0.0               0.0               0.0
    "BPM.28R7.B1"        18197.6117                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.795280211422  0.00691067432756    0.898458969867   0.0833799657814               0.0               0.0               0.0               0.0
    "BPM.29R7.B1"       18251.06319                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.678428619415    0.103206261503    0.677028883976   0.0470637524235               0.0               0.0               0.0               0.0
    "BPM.30R7.B1"       18304.51467                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.746178774091   0.0302021400771    0.355833523372   0.0374690436566               0.0               0.0               0.0               0.0
    "BPM.32R7.B1"       18411.41764                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.47485311348    0.144688203162    0.821892216057   0.0752960607107               0.0               0.0               0.0               0.0
    "BPM.33R7.B1"       18464.86912                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.580863033302  0.00547365264266    0.591125540682    0.107127919733               0.0               0.0               0.0               0.0
    "BPM.31L8.B1"       18678.67506                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.707053168387   0.0602859603037    0.530508153052  0.00741586594037               0.0               0.0               0.0               0.0
    "BPM.30L8.B1"       18732.12654                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.941353957793    0.143746780965    0.342413984576   0.0419293425094               0.0               0.0               0.0               0.0
    "BPM.29L8.B1"       18785.57803                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.70110583138    0.151290708675   0.0374829164474   0.0548160254377               0.0               0.0               0.0               0.0
    "BPM.28L8.B1"       18839.02951                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.483825711365   0.0357465780479    0.838460498656    0.128503130078               0.0               0.0               0.0               0.0
    "BPM.27L8.B1"         18892.481                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.803282551092   0.0463675706588    0.557779566076    0.039398177263               0.0               0.0               0.0               0.0
    "BPM.26L8.B1"       18945.93248                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.74102588629   0.0218789109634     0.26216332571   0.0353145392429               0.0               0.0               0.0               0.0
    "BPM.25L8.B1"       18999.38397                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.798537626591   0.0735147266915  0.00356282073347  0.00319519866904               0.0               0.0               0.0               0.0
    "BPM.24L8.B1"       19052.83545                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.716729324794     0.14683957776    0.808064280885   0.0532929379599               0.0               0.0               0.0               0.0
    "BPM.23L8.B1"       19106.28693                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.880711271855   0.0544251004142    0.537212463515   0.0199407392273               0.0               0.0               0.0               0.0
    "BPM.22L8.B1"       19159.73842                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.816577441256   0.0485107514107    0.251614146534  0.00470111183699               0.0               0.0               0.0               0.0
    "BPM.21L8.B1"        19213.1899                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.929295462052   0.0139038824601   0.0132691273238   0.0444907537871               0.0               0.0               0.0               0.0
    "BPM.20L8.B1"       19266.64139                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.705131250046  0.00969595519035    0.796812622892   0.0105318282545               0.0               0.0               0.0               0.0
    "BPM.19L8.B1"       19320.09287                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.901883429245 0.000817015113173    0.497933316223   0.0250927436265               0.0               0.0               0.0               0.0
    "BPM.18L8.B1"       19373.54435                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.995669625783   0.0945368828346    0.206136696797   0.0148720567042               0.0               0.0               0.0               0.0
    "BPM.17L8.B1"       19426.99584                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.984087968368  0.00958065128237    0.959023157391   0.0307757072743               0.0               0.0               0.0               0.0
    "BPM.16L8.B1"       19480.44732                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.910630894067   0.0138992562706    0.679443612378   0.0294769873092               0.0               0.0               0.0               0.0
    "BPM.15L8.B1"       19533.89881                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.86143236739   0.0566858185817    0.451526558997   0.0156598609933               0.0               0.0               0.0               0.0
    "BPM.14L8.B1"       19587.35029                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.860842161882   0.0320405833009    0.162378661562   0.0148528567944               0.0               0.0               0.0               0.0
    "BPM.13L8.B1"       19640.80177                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.732450471753   0.0825543487223    0.908284894705   0.0258478300416               0.0               0.0               0.0               0.0
    "BPM.12L8.B1"       19694.25326                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.590610032921   0.0237566431549    0.674226256055   0.0160139946952               0.0               0.0               0.0               0.0
    "BPM.11L8.B1"       19747.70474                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.828161890131   0.0634434451885    0.457706459928   0.0209353073232               0.0               0.0               0.0               0.0
    "BPM.10L8.B1"       19799.54543                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.77257913074   0.0337556431665    0.201642306911   0.0197200445466               0.0               0.0               0.0               0.0
     "BPM.9L8.B1"       19838.61242                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.814541800683   0.0818410668173   0.0166692102124 8.06151775755e-05               0.0               0.0               0.0               0.0
     "BPM.8L8.B1"       19879.07741                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.403864606025    0.106802342118    0.841283615293   0.0627251499019               0.0               0.0               0.0               0.0
     "BPM.7L8.B1"        19918.1454                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.723975012767   0.0137125573897    0.531703901422   0.0125272314989               0.0               0.0               0.0               0.0
   "BPMWB.4L8.B1"        20056.1919                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.293929498634    0.152414933505    0.557606311875     0.15046936541               0.0               0.0               0.0               0.0
   "BPMSW.1L8.B1"        20154.2704                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.739647517552    0.149869862241    0.603733531087   0.0358594468017               0.0               0.0               0.0               0.0
    "BPMS.2R8.B1"        20207.3944                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.00007876803   0.0290126998757    0.567356829672  0.00438650590979               0.0               0.0               0.0               0.0
   "BPMSX.4R8.B1"        20245.3059                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.257620342606    0.154805296875    0.708759857279     0.15122246187               0.0               0.0               0.0               0.0
   "BPMWB.4R8.B1"        20295.4629                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.217136486788  0.00134536299848    0.578548451504   0.0167686671375               0.0               0.0               0.0               0.0
   "BPMYB.4R8.B1"        20319.9304                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.11336046507    0.114205837064    0.482122332935   0.0568668063282               0.0               0.0               0.0               0.0
   "BPMYB.5R8.B1"        20340.5074                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.22820859805   0.0934160442584    0.472720112805    0.044368600005               0.0               0.0               0.0               0.0
     "BPM.6R8.B1"        20424.6154                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.179758871205   0.0189788098211    0.961102518846    0.151647726381               0.0               0.0               0.0               0.0
    "BPM.11R8.B1"       20619.65914                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.375166062111   0.0291729358754    0.672701982485   0.0487470289194               0.0               0.0               0.0               0.0
    "BPM.12R8.B1"       20674.38266                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.196245194902   0.0425139804447    0.398955435399   0.0396142605195               0.0               0.0               0.0               0.0
    "BPM.13R8.B1"       20727.83117                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.169959596325   0.0609610236846    0.158987772823   0.0447998588912               0.0               0.0               0.0               0.0
    "BPM.14R8.B1"       20781.27969                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.287570027057    0.100522016592    0.932198244489   0.0287079694794               0.0               0.0               0.0               0.0
    "BPM.16R8.B1"       20888.17672                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.223254525778   0.0798995107744    0.425011041849   0.0419738542043               0.0               0.0               0.0               0.0
    "BPM.17R8.B1"       20941.62524                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.437350423737   0.0433577192749    0.145135183052   0.0275231286139               0.0               0.0               0.0               0.0
    "BPM.18R8.B1"       20995.07375                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.156974613381    0.137424667145    0.961069784159   0.0652485869203               0.0               0.0               0.0               0.0
    "BPM.20R8.B1"       21101.97079                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.92166598327  0.00922889715911    0.429416532882   0.0421306551291               0.0               0.0               0.0               0.0
    "BPM.22R8.B1"       21208.86782                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     2.07575772026   0.0668609655089    0.926102721609 0.000600307743639               0.0               0.0               0.0               0.0
    "BPM.23R8.B1"       21262.31633                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0135942495762   0.0962332750831    0.702231731494    0.021773708348               0.0               0.0               0.0               0.0
    "BPM.24R8.B1"       21315.76485                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0934507770806   0.0937489854503    0.445169639984   0.0211532453061               0.0               0.0               0.0               0.0
    "BPM.25R8.B1"       21369.21337                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0978749826299   0.0314573372777    0.143005494497     0.02513441229               0.0               0.0               0.0               0.0
    "BPM.26R8.B1"       21422.66188                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.947228558744    0.105099181613    0.635613017309  0.00227546053277               0.0               0.0               0.0               0.0
    "BPM.31R8.B1"       21689.90446                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.199314944116   0.0470249235061    0.561186831254    0.115481781098               0.0               0.0               0.0               0.0
    "BPM.33R8.B1"       21796.80149                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.224260543374   0.0410244946299     0.07798972271   0.0119487055592               0.0               0.0               0.0               0.0
    "BPM.34R8.B1"       21850.25001                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0570262054082    0.164457118072    0.896511546982   0.0713228425233               0.0               0.0               0.0               0.0
    "BPM.33L1.B1"       21903.69852                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     0.48320031239    0.169880826022    0.626443662581   0.0416654371453               0.0               0.0               0.0               0.0
    "BPM.32L1.B1"       21957.14704                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0647650445895   0.0466325526943    0.333595030256   0.0227119290227               0.0               0.0               0.0               0.0
    "BPM.30L1.B1"       22064.04407                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.455594285391    0.109432753285    0.849071560787     0.02518684408               0.0               0.0               0.0               0.0
