@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_notcleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:53:14"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB1"
@ Q1 %le 0.299858442458
@ Q2 %le 0.33142165071
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds.liny"
*            NAME                 S             COUNT                 Y              STDY              YMDL            MUYMDL
$              %s               %le               %le               %le               %le               %le               %le
    "BPM.27L6.B1"       12227.60783                 1   0.0246740419394 1.48323969742e-08               0.0       27.14179185
    "BPM.26L6.B1"       12281.05931                 1    0.108039080238 1.48323969742e-08               0.0       27.27795816
    "BPM.25L6.B1"        12334.5108                 1   -0.422026129424 1.48323969742e-08               0.0       27.39179919
    "BPM.24L6.B1"       12387.96228                 1    0.246366089291 1.48323969742e-08               0.0       27.52794932
    "BPM.23L6.B1"       12441.41377                 1   -0.177396250606 1.48323969742e-08               0.0       27.64179185
    "BPM.22L6.B1"       12494.86525                 1  -0.0670143340848 1.48323969742e-08               0.0       27.77795816
    "BPM.21L6.B1"       12548.31673                 1    0.393376295018 1.48323969742e-08               0.0       27.89179919
    "BPM.20L6.B1"       12601.76822                 1  -0.0605953689677 1.48323969742e-08               0.0       28.02794888
    "BPM.19L6.B1"        12655.2197                 1    -0.18159532522 1.48323969742e-08               0.0       28.14178606
    "BPM.18L6.B1"       12708.67119                 1    0.185992825488 1.48323969742e-08               0.0       28.27794565
    "BPM.17L6.B1"       12762.12267                 1   -0.667148446818 1.48323969742e-08               0.0       28.39178668
    "BPM.16L6.B1"       12815.57415                 1    0.102331625464 1.48323969742e-08               0.0       28.52793637
    "BPM.15L6.B1"       12869.02564                 1    0.480253389409 1.48323969742e-08               0.0       28.64177355
    "BPM.14L6.B1"       12922.47712                 1   -0.177855501223 1.48323969742e-08               0.0       28.77793314
    "BPM.13L6.B1"       12975.92861                 1    0.217206920602 1.48323969742e-08               0.0       28.89177417
    "BPM.12L6.B1"       13029.38009                 1 -0.00859323529091 1.48323969742e-08               0.0       29.02761038
    "BPM.11L6.B1"       13082.83158                 1   -0.214981948606 1.48323969742e-08               0.0       29.15448507
    "BPM.10L6.B1"       13134.67226                 1   -0.165285854106 1.48323969742e-08               0.0       29.30126285
     "BPM.9L6.B1"       13173.73925                 1    0.427119365924 1.48323969742e-08               0.0       29.41453321
     "BPM.8L6.B1"       13214.20424                 1  -0.0572672554576 1.48323969742e-08               0.0       29.64014429
   "BPMYA.5L6.B1"       13311.29423                 1    0.202926065717 1.48323969742e-08               0.0       29.74224023
   "BPMYB.4L6.B1"       13347.69423                 1       0.230145575 1.48323969742e-08               0.0       29.76118221
   "BPMSE.4L6.B1"       13476.94473                 1   -0.521274393591 1.48323969742e-08               0.0       29.81247146
   "BPMSA.4R6.B1"       13568.51473                 1       0.334596684 1.48323969742e-08               0.0       29.89620361
   "BPMYA.4R6.B1"       13691.29423                 1   -0.113472607915 1.48323969742e-08               0.0       30.04035375
   "BPMYB.5R6.B1"       13727.69423                 1   -0.294099163364 1.48323969742e-08               0.0       30.05837476
     "BPM.8R6.B1"       13823.42122                 1  -0.0648991482424 1.48323969742e-08               0.0       30.20104456
    "BPM.10R6.B1"        13902.9532                 1   -0.199966549876 1.48323969742e-08               0.0       30.46847799
    "BPM.11R6.B1"       13954.79389                 1    0.100529014005 1.48323969742e-08               0.0       30.61535096
    "BPM.12R6.B1"       14009.52037                 1  -0.0459427920924 1.48323969742e-08               0.0       30.72900997
    "BPM.13R6.B1"       14062.97186                 1  0.00382639218333 1.48323969742e-08               0.0        30.8641026
    "BPM.14R6.B1"       14116.42334                 1   -0.168923302888 1.48323969742e-08               0.0       30.98188857
    "BPM.15R6.B1"       14169.87483                 1  0.00782049416667 1.48323969742e-08               0.0       31.12059537
    "BPM.16R6.B1"       14223.32631                 1  -0.0497323008227 1.48323969742e-08               0.0       31.23893138
    "BPM.17R6.B1"       14276.77779                 1  -0.0360983417652 1.48323969742e-08               0.0       31.38428663
    "BPM.19R6.B1"       14383.68076                 1  -0.0285573282894 1.48323969742e-08               0.0       31.64024116
    "BPM.20R6.B1"       14437.13225                 1    0.131022925762 1.48323969742e-08               0.0       31.75928499
    "BPM.21R6.B1"       14490.58373                 1    -0.12618437335 1.48323969742e-08               0.0       31.90434748
    "BPM.22R6.B1"       14544.03522                 1    0.246355920023 1.48323969742e-08               0.0       32.02075961
    "BPM.23R6.B1"        14597.4867                 1  -0.0670930375288 1.48323969742e-08               0.0        32.1607023
    "BPM.24R6.B1"       14650.93818                 1   -0.180653193936 1.48323969742e-08               0.0       32.27712494
    "BPM.25R6.B1"       14704.38967                 1   0.0124384831318 1.48323969742e-08               0.0       32.41706918
    "BPM.26R6.B1"       14757.84115                 1    0.132644992667 1.48323969742e-08               0.0       32.53348104
    "BPM.27R6.B1"       14811.29264                 1  -0.0519296421939 1.48323969742e-08               0.0       32.67342473
    "BPM.29R6.B1"        14918.1956                 1  -0.0246063137424 1.48323969742e-08               0.0       32.92979065
    "BPM.30R6.B1"       14971.64709                 1   -0.132848285431 1.48323969742e-08               0.0       33.04620254
    "BPM.31R6.B1"       15025.09857                 1  -0.0920719286909 1.48323969742e-08               0.0       33.18614723
    "BPM.33R6.B1"       15132.00154                 1   -0.197690324379 1.48323969742e-08               0.0       33.44251206
    "BPM.34R6.B1"       15185.45302                 1     0.37423817598 1.48323969742e-08               0.0       33.55892412
    "BPM.33L7.B1"       15238.90451                 1    0.134238420347 1.48323969742e-08               0.0       33.69886977
    "BPM.32L7.B1"       15292.35599                 1   -0.705633885455 1.48323969742e-08               0.0       33.81529211
    "BPM.31L7.B1"       15345.80748                 1    0.144109522409 1.48323969742e-08               0.0       33.95523343
    "BPM.30L7.B1"       15399.25896                 1   0.0149847970621 1.48323969742e-08               0.0       34.07164578
    "BPM.29L7.B1"       15452.71045                 1    -0.05946791785 1.48323969742e-08               0.0       34.21159236
    "BPM.28L7.B1"       15506.16193                 1   0.0802828042121 1.48323969742e-08               0.0       34.32801433
    "BPM.27L7.B1"       15559.61341                 1   -0.101979269489 1.48323969742e-08               0.0       34.46795476
    "BPM.26L7.B1"        15613.0649                 1    0.273784344091 1.48323969742e-08               0.0       34.58436754
    "BPM.25L7.B1"       15666.51638                 1  -0.0354663545152 1.48323969742e-08               0.0       34.72431496
    "BPM.24L7.B1"       15719.96787                 1   -0.117355207745 1.48323969742e-08               0.0       34.84073646
    "BPM.23L7.B1"       15773.41935                 1  -0.0146732819242 1.48323969742e-08               0.0       34.98067608
    "BPM.22L7.B1"       15826.87083                 1   0.0536940406667 1.48323969742e-08               0.0        35.0970894
    "BPM.21L7.B1"       15880.32232                 1   -0.011007218947 1.48323969742e-08               0.0       35.23703758
    "BPM.20L7.B1"        15933.7738                 1  -0.0631714010152 1.48323969742e-08               0.0       35.35724459
    "BPM.19L7.B1"       15987.22529                 1   0.0440381038152 1.48323969742e-08               0.0       35.50102397
    "BPM.18L7.B1"       16040.67677                 1   -0.102951268482 1.48323969742e-08               0.0       35.61646626
    "BPM.17L7.B1"       16094.12825                 1   0.0956304977242 1.48323969742e-08               0.0       35.75708902
    "BPM.16L7.B1"       16147.57974                 1   -0.200394452853 1.48323969742e-08               0.0       35.87764884
    "BPM.15L7.B1"       16201.03122                 1   -0.073854922853 1.48323969742e-08               0.0       36.02068135
    "BPM.14L7.B1"       16254.48271                 1    0.335041360656 1.48323969742e-08               0.0        36.1358715
    "BPM.13L7.B1"       16307.93419                 1  -0.0781437760348 1.48323969742e-08               0.0        36.2772605
    "BPM.12L7.B1"       16361.38567                 1  -0.0725745832273 1.48323969742e-08               0.0        36.3863031
    "BPM.11L7.B1"       16414.83716                 1     0.01013692625 1.48323969742e-08               0.0       36.51311475
    "BPM.10L7.B1"       16467.61985                 1    0.150977017424 1.48323969742e-08               0.0         36.605004
     "BPM.9L7.B1"       16506.68684                 1     1.50544609773 1.48323969742e-08               0.0       36.68466988
     "BPM.7L7.B1"       16586.21782                 1   -0.189664078923 1.48323969742e-08               0.0       36.82220919
     "BPM.6L7.B1"       16621.03582                 1    -1.90670939545 1.48323969742e-08               0.0       36.88797155
   "BPMWC.6L7.B1"       16633.13832                 1    0.303513170917 1.48323969742e-08               0.0       36.92958517
   "BPMWE.5L7.B1"       16710.19232                 1   -0.136649001336 1.48323969742e-08               0.0       37.03535636
    "BPMW.5L7.B1"       16733.39732                 1   -0.164707992926 1.48323969742e-08               0.0       37.04678483
   "BPMWE.4L7.B1"       16768.48232                 1    0.257939750833 1.48323969742e-08               0.0       37.08127598
    "BPMW.4L7.B1"       16796.58732                 1    0.070398946297 1.48323969742e-08               0.0       37.15211142
    "BPMW.4R7.B1"       16912.63432                 1   -0.177046364258 1.48323969742e-08               0.0       37.30278616
   "BPMWE.4R7.B1"       16940.73932                 1    0.131416974448 1.48323969742e-08               0.0       37.31478815
    "BPMW.5R7.B1"       16975.82432                 1 -0.00230430478485 1.48323969742e-08               0.0       37.34749066
   "BPMWE.5R7.B1"       16999.02932                 1   0.0479456528667 1.48323969742e-08               0.0       37.40873517
    "BPMR.6R7.B1"       17078.24482                 1     0.00106755725 1.48323969742e-08               0.0       37.58115555
   "BPM_A.7R7.B1"       17116.28082                 1   0.0522749148152 1.48323969742e-08               0.0       37.63773019
     "BPM.8R7.B1"       17155.34681                 1     1.49006958394 1.48323969742e-08               0.0       37.71898544
     "BPM.9R7.B1"        17194.4138                 1   -0.148408159256 1.48323969742e-08               0.0        37.7980369
    "BPM.10R7.B1"       17234.87878                 1    0.272061215092 1.48323969742e-08               0.0       37.88340212
    "BPM.11R7.B1"       17287.66147                 1   -0.428906043321 1.48323969742e-08               0.0        37.9924227
    "BPM.12R7.B1"       17342.38796                 1   0.0889344860318 1.48323969742e-08               0.0       38.12925375
    "BPM.13R7.B1"       17395.83944                 1  -0.0749250555744 1.48323969742e-08               0.0       38.24600156
    "BPM.14R7.B1"       17449.29093                 1  -0.0221894388197 1.48323969742e-08               0.0       38.38501933
    "BPM.15R7.B1"       17502.74241                 1    0.170759473811 1.48323969742e-08               0.0       38.50411043
    "BPM.16R7.B1"       17556.19389                 1    0.165559787974 1.48323969742e-08               0.0       38.64902696
    "BPM.17R7.B1"       17609.64538                 1   -0.587766230742 1.48323969742e-08               0.0       38.76541233
    "BPM.18R7.B1"       17663.09686                 1    0.245184229852 1.48323969742e-08               0.0       38.90480998
    "BPM.19R7.B1"       17716.54835                 1   -0.317970368958 1.48323969742e-08               0.0       39.02451018
    "BPM.20R7.B1"       17769.99983                 1    0.133809443074 1.48323969742e-08               0.0       39.16893725
    "BPM.21R7.B1"       17823.45131                 1   -0.255693482159 1.48323969742e-08               0.0       39.28479073
    "BPM.22R7.B1"        17876.9028                 1    0.227639076409 1.48323969742e-08               0.0       39.42473037
    "BPM.23R7.B1"       17930.35428                 1    -0.36858717053 1.48323969742e-08               0.0       39.54114326
    "BPM.24R7.B1"       17983.80577                 1    0.159095364765 1.48323969742e-08               0.0       39.68109076
    "BPM.25R7.B1"       18037.25725                 1   -0.146372318736 1.48323969742e-08               0.0       39.79751214
    "BPM.26R7.B1"       18090.70874                 1   0.0983985962303 1.48323969742e-08               0.0       39.93745169
    "BPM.27R7.B1"       18144.16022                 1  -0.0386782292212 1.48323969742e-08               0.0       40.05386514
    "BPM.28R7.B1"        18197.6117                 1   0.0807798703318 1.48323969742e-08               0.0       40.19381337
    "BPM.29R7.B1"       18251.06319                 1  -0.0918832348409 1.48323969742e-08               0.0       40.31023415
    "BPM.30R7.B1"       18304.51467                 1    0.186181229906 1.48323969742e-08               0.0       40.45017302
    "BPM.31R7.B1"       18357.96616                 1   -0.372986662691 1.48323969742e-08               0.0       40.56658712
    "BPM.32R7.B1"       18411.41764                 1    0.118465340353 1.48323969742e-08               0.0       40.70653596
    "BPM.33R7.B1"       18464.86912                 1  -0.0639104359242 1.48323969742e-08               0.0       40.82295605
    "BPM.34R7.B1"       18518.32061                 1    0.227005771267 1.48323969742e-08               0.0       40.96289437
    "BPM.33L8.B1"       18571.77209                 1   -0.703363086364 1.48323969742e-08               0.0        41.0793092
    "BPM.32L8.B1"       18625.22358                 1    0.205665628339 1.48323969742e-08               0.0       41.21925853
    "BPM.31L8.B1"       18678.67506                 1  0.00413742266667 1.48323969742e-08               0.0       41.33567785
    "BPM.30L8.B1"       18732.12654                 1    0.194124542817 1.48323969742e-08               0.0       41.47561576
    "BPM.29L8.B1"       18785.57803                 1   -0.575920686894 1.48323969742e-08               0.0       41.59203137
    "BPM.28L8.B1"       18839.02951                 1 -0.00508116460424 1.48323969742e-08               0.0       41.73198105
    "BPM.27L8.B1"         18892.481                 1    0.381282465091 1.48323969742e-08               0.0       41.84839955
    "BPM.26L8.B1"       18945.93248                 1    0.172910537768 1.48323969742e-08               0.0        41.9883372
    "BPM.25L8.B1"       18999.38397                 1   -0.936217773333 1.48323969742e-08               0.0       42.10475365
    "BPM.24L8.B1"       19052.83545                 1    0.224037641087 1.48323969742e-08               0.0       42.24470351
    "BPM.23L8.B1"       19106.28693                 1    0.165425864654 1.48323969742e-08               0.0       42.36112117
    "BPM.22L8.B1"       19159.73842                 1    0.235538042571 1.48323969742e-08               0.0        42.5010587
    "BPM.21L8.B1"        19213.1899                 1   -0.867720617879 1.48323969742e-08               0.0         42.617476
    "BPM.20L8.B1"       19266.64139                 1    0.157027066218 1.48323969742e-08               0.0       42.75673544
    "BPM.19L8.B1"       19320.09287                 1    0.142043814486 1.48323969742e-08               0.0       42.87641422
    "BPM.18L8.B1"       19373.54435                 1   0.0318380779879 1.48323969742e-08               0.0       43.02098645
    "BPM.17L8.B1"       19426.99584                 1   -0.352742585901 1.48323969742e-08               0.0       43.13684192
    "BPM.16L8.B1"       19480.44732                 1    0.168951736441 1.48323969742e-08               0.0       43.27663932
    "BPM.15L8.B1"       19533.89881                 1   -0.113456292545 1.48323969742e-08               0.0        43.3968488
    "BPM.14L8.B1"       19587.35029                 1  0.00580287526061 1.48323969742e-08               0.0        43.5407806
    "BPM.13L8.B1"       19640.80177                 1   0.0131499751491 1.48323969742e-08               0.0       43.65620162
    "BPM.12L8.B1"       19694.25326                 1    0.140665470096 1.48323969742e-08               0.0       43.79657847
    "BPM.11L8.B1"       19747.70474                 1   -0.392859956195 1.48323969742e-08               0.0       43.90942579
    "BPM.10L8.B1"       19799.54543                 1   0.0686952186144 1.48323969742e-08               0.0       44.04149357
     "BPM.9L8.B1"       19838.61242                 1   -0.294054079803 1.48323969742e-08               0.0       44.10743533
     "BPM.8L8.B1"       19879.07741                 1    0.279087339795 1.48323969742e-08               0.0       44.19856933
     "BPM.7L8.B1"        19918.1454                 1   -0.197007360261 1.48323969742e-08               0.0        44.2966103
    "BPMR.6L8.B1"        19950.6144                 1  -0.0468081077167 1.48323969742e-08               0.0       44.43087555
     "BPM.5L8.B1"        20011.0334                 1    -1.45745846455 1.48323969742e-08               0.0       44.71535482
   "BPMYB.4L8.B1"        20031.8004                 1   -0.258106867473 1.48323969742e-08               0.0       44.74306391
   "BPMWB.4L8.B1"        20056.1919                 1    -1.06833203073 1.48323969742e-08               0.0       44.75737744
   "BPMSX.4L8.B1"        20106.4249                 1    -1.14567990473 1.48323969742e-08               0.0       44.78338874
    "BPMS.2L8.B1"        20144.3364                 1    -1.20041692606 1.48323969742e-08               0.0       44.79694195
   "BPMSW.1L8.B1"        20154.2704                 1   -0.456240270809 1.48323969742e-08               0.0       44.80309245
   "BPMSW.1R8.B1"        20197.4604                 1     1.78660402894 1.48323969742e-08               0.0       45.25915413
    "BPMS.2R8.B1"        20207.3944                 1   -0.950399489606 1.48323969742e-08               0.0       45.26709429
   "BPMSX.4R8.B1"        20245.3059                 1    0.263287528644 1.48323969742e-08               0.0       45.28256609
   "BPMWB.4R8.B1"        20295.4629                 1    0.826749373152 1.48323969742e-08               0.0        45.3048489
   "BPMYB.4R8.B1"        20319.9304                 1    0.398459633658 1.48323969742e-08               0.0       45.32769508
   "BPMYB.5R8.B1"        20340.5074                 1   -0.550924279879 1.48323969742e-08               0.0       45.34703565
     "BPM.6R8.B1"        20424.6154                 1   -0.240063172159 1.48323969742e-08               0.0       45.58519154
   "BPM_A.7R8.B1"        20446.8554                 1   -0.122882498236 1.48323969742e-08               0.0       45.62849476
     "BPM.8R8.B1"       20488.29241                 1    0.418734015894 1.48323969742e-08               0.0        45.7453478
     "BPM.9R8.B1"       20527.35742                 1   -0.263688814524 1.48323969742e-08               0.0       45.96239046
    "BPM.10R8.B1"       20567.82043                 1   -0.565336529985 1.48323969742e-08               0.0       46.07412945
    "BPM.11R8.B1"       20619.65914                 1   0.0866530742394 1.48323969742e-08               0.0       46.23601302
    "BPM.12R8.B1"       20674.38266                 1   -0.489428891485 1.48323969742e-08               0.0       46.33313795
    "BPM.13R8.B1"       20727.83117                 1    0.296675710568 1.48323969742e-08               0.0       46.44848118
    "BPM.14R8.B1"       20781.27969                 1   -0.449866177132 1.48323969742e-08               0.0       46.56231394
    "BPM.15R8.B1"       20834.72821                 1    0.388416932591 1.48323969742e-08               0.0       46.69846668
    "BPM.16R8.B1"       20888.17672                 1   -0.747700204697 1.48323969742e-08               0.0        46.8122959
    "BPM.17R8.B1"       20941.62524                 1     0.22271892925 1.48323969742e-08               0.0       46.94843182
    "BPM.18R8.B1"       20995.07375                 1  -0.0407644271818 1.48323969742e-08               0.0       47.06226537
    "BPM.19R8.B1"       21048.52227                 1   0.0211104578697 1.48323969742e-08               0.0       47.19841811
    "BPM.20R8.B1"       21101.97079                 1   -0.396706546289 1.48323969742e-08               0.0       47.31224734
    "BPM.21R8.B1"        21155.4193                 1   0.0346651413829 1.48323969742e-08               0.0       47.44838326
    "BPM.22R8.B1"       21208.86782                 1    0.386598238632 1.48323969742e-08               0.0        47.5622168
    "BPM.23R8.B1"       21262.31633                 1  -0.0305411568697 1.48323969742e-08               0.0       47.69836998
    "BPM.24R8.B1"       21315.76485                 1   -0.251525385005 1.48323969742e-08               0.0       47.81220456
    "BPM.25R8.B1"       21369.21337                 1    0.297728803896 1.48323969742e-08               0.0        47.9483472
    "BPM.26R8.B1"       21422.66188                 1   -0.372080980273 1.48323969742e-08               0.0       48.06218074
    "BPM.27R8.B1"        21476.1104                 1  -0.0113910019121 1.48323969742e-08               0.0       48.19833392
    "BPM.29R8.B1"       21583.00743                 1    0.171794439605 1.48323969742e-08               0.0       48.44831114
    "BPM.30R8.B1"       21636.45594                 1   -0.314609375895 1.48323969742e-08               0.0       48.56214468
    "BPM.31R8.B1"       21689.90446                 1   -0.102445631738 1.48323969742e-08               0.0       48.69829786
    "BPM.32R8.B1"       21743.35298                 1    0.454682968436 1.48323969742e-08               0.0       48.81213245
    "BPM.33R8.B1"       21796.80149                 1     -0.0502736638 1.48323969742e-08               0.0       48.94827509
    "BPM.34R8.B1"       21850.25001                 1   -0.144932066409 1.48323969742e-08               0.0       49.06210862
    "BPM.33L1.B1"       21903.69852                 1  -0.0245665064136 1.48323969742e-08               0.0        49.1982618
    "BPM.32L1.B1"       21957.14704                 1   -0.152078292158 1.48323969742e-08               0.0       49.31209639
    "BPM.31L1.B1"       22010.59556                 1     -0.0694223505 1.48323969742e-08               0.0       49.44823903
    "BPM.30L1.B1"       22064.04407                 1    0.509364766636 1.48323969742e-08               0.0       49.56207257
    "BPM.29L1.B1"       22117.49259                 1  -0.0380716862242 1.48323969742e-08               0.0       49.69822575
    "BPM.28L1.B1"        22170.9411                 1   -0.324865463439 1.48323969742e-08               0.0       49.81206034
    "BPM.27L1.B1"       22224.38962                 1   0.0947633336212 1.48323969742e-08               0.0       49.94820298
    "BPM.26L1.B1"       22277.83814                 1   0.0644197318788 1.48323969742e-08               0.0       50.06203651
    "BPM.25L1.B1"       22331.28665                 1     -0.1587306051 1.48323969742e-08               0.0       50.19818969
    "BPM.24L1.B1"       22384.73517                 1   0.0588535510556 1.48323969742e-08               0.0       50.31202428
    "BPM.23L1.B1"       22438.18368                 1   0.0652916883606 1.48323969742e-08               0.0       50.44816692
    "BPM.22L1.B1"        22491.6322                 1   -0.103395916633 1.48323969742e-08               0.0       50.56200045
    "BPM.21L1.B1"       22545.08071                 1  -0.0258075121712 1.48323969742e-08               0.0       50.69815363
    "BPM.20L1.B1"       22598.52923                 1    0.261368861296 1.48323969742e-08               0.0       50.81198324
    "BPM.19L1.B1"       22651.97775                 1  -0.0954367819395 1.48323969742e-08               0.0       50.94811916
    "BPM.18L1.B1"       22705.42626                 1    0.218477197894 1.48323969742e-08               0.0       51.06195269
    "BPM.17L1.B1"       22758.87478                 1  -0.0368520609027 1.48323969742e-08               0.0       51.19810587
    "BPM.16L1.B1"       22812.32329                 1   -0.401541132759 1.48323969742e-08               0.0       51.31193549
    "BPM.15L1.B1"       22865.77181                 1   0.0948475413955 1.48323969742e-08               0.0       51.44807141
    "BPM.14L1.B1"       22919.22033                 1   0.0111377651788 1.48323969742e-08               0.0       51.56190493
    "BPM.13L1.B1"       22972.66884                 1    0.142122931717 1.48323969742e-08               0.0       51.69805811
    "BPM.12L1.B1"       23026.11736                 1   -0.187031297777 1.48323969742e-08               0.0       51.80471524
    "BPM.11L1.B1"       23079.56587                 1   0.0458519438485 1.48323969742e-08               0.0         51.932242
    "BPM.10L1.B1"       23132.34658                 1    0.170280740221 1.48323969742e-08               0.0        52.0160363
     "BPM.9L1.B1"        23171.4116                 1   -0.233186031082 1.48323969742e-08               0.0       52.07732545
     "BPM.8L1.B1"       23211.87461                 1    0.276917585389 1.48323969742e-08               0.0        52.2039608
    "BPMR.7L1.B1"       23250.94062                 1   -0.181252861806 1.48323969742e-08               0.0       52.46908789
     "BPM.6L1.B1"       23294.12462                 1    0.569926540242 1.48323969742e-08               0.0       52.73362348
    "BPMR.5L1.B1"       23326.02462                 1   -0.199616552409 1.48323969742e-08               0.0       52.91161164
   "BPMYA.4L1.B1"       23347.14262                 1    0.101409074736 1.48323969742e-08               0.0       52.92509906
   "BPMWB.4L1.B1"       23368.27512                 1    -1.51369462182 1.48323969742e-08               0.0       52.93133526
   "BPMSY.4L1.B1"       23461.05512                 1    -5.99876916667 1.48323969742e-08               0.0       52.93853233
    "BPMS.2L1.B1"       23487.84062                 1    -3.34816969848 1.48323969742e-08               0.0       52.94018929
   "BPMSW.1L1.B1"       23497.79062                 1    -3.28041137576 1.48323969742e-08               0.0       52.94126213
   "BPMSW.1R1.B1"       23540.93362                 1     3.41544053636 1.48323969742e-08               0.0        53.4353606
    "BPMS.2R1.B1"       23550.89862                 1     6.78770126818 1.48323969742e-08               0.0        53.4361972
   "BPMSY.4R1.B1"       23577.68412                 1     4.22382346515 1.48323969742e-08               0.0       53.43733928
   "BPMWB.4R1.B1"       23670.46412                 1    0.841407295968 1.48323969742e-08               0.0       53.44550841
   "BPMYA.4R1.B1"       23691.59662                 1       1.487996495 1.48323969742e-08               0.0       53.44831078
     "BPM.5R1.B1"       23719.00462                 1   -0.368030297672 1.48323969742e-08               0.0       53.45468971
    "BPMR.6R1.B1"       23750.90462                 1   0.0696581979091 1.48323969742e-08               0.0       53.47391543
   "BPMSX.7R1.B1"       23757.12012                 1     1.21404040258 1.48323969742e-08               0.0       53.48159167
   "BPM_A.7R1.B1"       23778.62862                 1   -0.836066386288 1.48323969742e-08               0.0       53.55491412
     "BPM.8R1.B1"       23820.06761                 1    0.158019829252 1.48323969742e-08               0.0       53.76433149
     "BPM.9R1.B1"        23859.1346                 1   -0.496950577524 1.48323969742e-08               0.0       53.84452673
    "BPM.10R1.B1"       23899.59958                 1    0.208196943788 1.48323969742e-08               0.0       53.93566601
    "BPM.11R1.B1"       23952.38227                 1    -3.73899886515 1.48323969742e-08               0.0       54.05231853
    "BPM.12R1.B1"       24007.10876                 1   -0.018431573147 1.48323969742e-08               0.0       54.19875978
    "BPM.13R1.B1"       24060.56024                 1   -0.247255491102 1.48323969742e-08               0.0       54.31311752
    "BPM.14R1.B1"       24114.01173                 1  -0.0375143452167 1.48323969742e-08               0.0       54.44927106
    "BPM.15R1.B1"       24167.46321                 1     0.50561284197 1.48323969742e-08               0.0       54.56310739
    "BPM.16R1.B1"       24220.91469                 1  -0.0453313131015 1.48323969742e-08               0.0       54.69926373
    "BPM.17R1.B1"       24274.36618                 1   -0.171414044948 1.48323969742e-08               0.0       54.81310561
    "BPM.18R1.B1"       24327.81766                 1    0.110523068068 1.48323969742e-08               0.0       54.94925855
    "BPM.19R1.B1"       24381.26915                 1   -0.146055823561 1.48323969742e-08               0.0       55.06309487
    "BPM.20R1.B1"       24434.72063                 1   0.0725185003379 1.48323969742e-08               0.0       55.19925121
    "BPM.21R1.B1"       24488.17211                 1   -0.421905823456 1.48323969742e-08               0.0        55.3130931
    "BPM.22R1.B1"        24541.6236                 1    0.144325769167 1.48323969742e-08               0.0       55.44924604
    "BPM.23R1.B1"       24595.07508                 1   -0.234206973808 1.48323969742e-08               0.0       55.56308734
    "BPM.24R1.B1"       24648.52657                 1   0.0916778979727 1.48323969742e-08               0.0       55.69925085
    "BPM.25R1.B1"       24701.97805                 1   -0.179437034015 1.48323969742e-08               0.0        55.8130931
    "BPM.26R1.B1"       24755.42954                 1    0.127730637882 1.48323969742e-08               0.0       55.94924604
    "BPM.27R1.B1"       24808.88102                 1   -0.122963192358 1.48323969742e-08               0.0       56.06308734
    "BPM.28R1.B1"        24862.3325                 1  -0.0347641186167 1.48323969742e-08               0.0       56.19925085
    "BPM.29R1.B1"       24915.78399                 1   -0.140543912211 1.48323969742e-08               0.0        56.3130931
    "BPM.30R1.B1"       24969.23547                 1    0.384311688905 1.48323969742e-08               0.0       56.44924604
    "BPM.31R1.B1"       25022.68696                 1    -0.92086735303 1.48323969742e-08               0.0       56.56308734
    "BPM.32R1.B1"       25076.13844                 1    0.398622841224 1.48323969742e-08               0.0       56.69925085
    "BPM.33R1.B1"       25129.58992                 1   -0.302866585733 1.48323969742e-08               0.0        56.8130931
    "BPM.34R1.B1"       25183.04141                 1    0.039988036197 1.48323969742e-08               0.0       56.94924604
    "BPM.33L2.B1"       25236.49289                 1    0.248863386336 1.48323969742e-08               0.0       57.06308734
    "BPM.32L2.B1"       25289.94438                 1  0.00114418909697 1.48323969742e-08               0.0       57.19925085
    "BPM.31L2.B1"       25343.39586                 1   -0.482240234864 1.48323969742e-08               0.0        57.3130931
    "BPM.30L2.B1"       25396.84734                 1   0.0497639233245 1.48323969742e-08               0.0       57.44924604
    "BPM.29L2.B1"       25450.29883                 1    0.278980919605 1.48323969742e-08               0.0       57.56308734
    "BPM.28L2.B1"       25503.75031                 1   0.0994307149485 1.48323969742e-08               0.0       57.69925085
